killed_by,killer_name,killer_placement,killer_position_x,killer_position_y,map,match_id,time,victim_name,victim_placement,victim_position_x,victim_position_y
Grenade,#unknown,3,510511.3,426254.8,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,1197,#unknown,3,510892.3,426137
Grenade,#unknown,3,510511.3,426254.8,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,1198,#unknown,3,510511.3,426254.8
M416,#unknown,20,436263.6,281389.4,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,112,ANDWERCC,24,436283.3,281157
Mk14,651651646,1,349797.6,343848.1,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,1054,Limbo_Yamato,8,370250.8,428695.5
Down and Out,651651646,1,349380.6,327626.6,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,1021,H-Sii,8,366575.8,424470.9
S1897,PiPiGoat,12,423685.9,187566.7,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,133,laoyumiPTQ,27,424296.1,187408.5
Down and Out,651651646,1,348903.1,332489.3,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,1054,duongpc,8,370948.3,426918.9
SCAR-L,#unknown,12,408406.3,181823,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,331,196pay,18,403565.2,194126.5
UMP9,a7-Gg,23,439117.9,279917.2,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,112,Qingdaoizzz,25,439285.2,280126.5
Mini 14,651651646,1,356686.9,318206.2,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,956,Kuang-Long,9,302778,388733.7
Kar98k,651651646,1,381091.5,280262.6,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,780,SuperViolent,12,407818.1,249801.2
UMP9,ANDWERCC,24,435831.1,281338.4,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,98,QuY-BeO---,22,435850.6,281199.5
Down and Out,651651646,1,369531.2,346066.6,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,1150,Sojumoney,4,441372.2,278914.8
M416,#unknown,20,439105.6,281907.3,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,143,LZ_110,25,437961.1,281811.8
S12K,lvmeng0816,17,428125,528350.6,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,307,Dme2626,3,428281.9,528305.8
Down and Out,651651646,1,435051.1,277987.2,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,392,ZETOUMAN,16,382624.2,294759.2
AKM,#unknown,20,433972.8,278884.8,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,88,pocAKA,24,433841.8,278845.4
Mk14,651651646,1,408880.8,349960.4,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,1229,gengxiansheng2,2,497402.4,338071.1
Mini 14,651651646,1,435055.3,278191.3,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,379,1chijikuangmo4,16,387036.5,289082.6
M416,duongpc,8,361243.8,426482.8,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,884,HuYa-BaiWan,10,360515.6,426484
Punch,Lance688,5,156519.9,748896.1,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,131,#unknown,24,156584.9,748848.9
Mini 14,651651646,1,399748.9,280271.7,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,268,#unknown,20,436077.3,277131.2
Down and Out,651651646,1,367694.1,347067.2,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,1135,Lance688,5,428017.2,352709.7
M416,a7-Gg,23,438985.1,280929.2,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,175,#unknown,24,438000.1,280768.4
Down and Out,#unknown,3,426597.6,527244.9,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,337,lvmeng0816,17,427986.8,528003.4
Mini 14,651651646,1,399309.9,280001.3,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,242,#unknown,16,364753.3,264299.8
Mini 14,651651646,1,357792.8,316386.8,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,949,shanghun666,9,303033.2,388596.6
Mk14,651651646,1,349622.4,343851.6,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,1057,zhoujiayii,7,306277.2,296357.3
Mk14,651651646,1,411564.1,350015.9,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,1238,longhhfff,2,501248.5,335640.2
Mini 14,651651646,1,400426.8,280825.2,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,235,zhazhahohoho,27,345621.2,289973.4
UMP9,huliruichiji,1,423457.1,284537.8,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,102,LIULIANYEYE,25,423147.8,284534.5
M416,#unknown,20,436053.6,277356.8,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,266,yueliandiyi,,435970.3,276158.9
AKM,#unknown,20,434207.5,278294.6,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,214,ngao97,22,434767.5,276146.6
P18C,SuperViolent,12,435204.6,199399,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,119,14587,27,434637.3,199349.3
Mk14,651651646,1,367865.8,346982.5,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,1135,F4-DWW,5,427656.8,352313.9
Mini 14,651651646,1,368985,288802.7,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,826,GUCHUNYU5,6,393933.7,384166.6
Grenade,#unknown,3,0,0,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,1198,#unknown,3,510431.3,426255.4
Punch,leizong725,5,159401.3,748228.3,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,129,piaoyulingfeng,27,0,0
Mini 14,651651646,1,439048.4,277051.5,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,458,nainaigeshao,13,537675.6,265803.9
Down and Out,651651646,1,355255.8,320329,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,1049,FengShao886,7,276280.3,336031.5
Down and Out,651651646,1,357862.1,316294.8,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,954,YZ--baby,9,302725.9,388568.8
Mk14,651651646,1,349600.2,343715.6,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,1053,MrNhac,8,366597.9,424757.6
Down and Out,651651646,1,367168.4,347017.9,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,1135,leizong725,5,427997.6,352348
Mk14,651651646,1,409258.6,349923,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,1231,Arthur_qingge,2,490124.9,345535.1
Down and Out,#unknown,20,436029.6,277425.6,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,345,huliruichiji,,436222.8,276604.6
Machete,#unknown,3,416759.2,522495.8,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,291,dj443,17,415468.6,519844.3
Punch,leizong725,5,159575.7,746905.2,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,135,Elephant_0516,27,0,0
Mini 14,651651646,1,368923.2,291673.5,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,839,god-xiaotao,6,391800.4,381703
Mk14,651651646,1,427982.3,352783.3,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,1287,CHniawansui,2,497025.2,338898.2
Down and Out,Dme2626,3,427755.1,530466.1,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,327,TAKEN585,17,427327.5,524542.2
Mini 14,651651646,1,438326.3,276866.6,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,440,EXT--reme,27,400964.7,244159.8
SKS,#unknown,3,427291.3,528331.9,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,337,SOYIZEI888,17,425796,525071.3
Mini 14,651651646,1,354696.2,320681.8,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,968,#unknown,7,278331.2,337158.8
Mini 14,651651646,1,439048.4,277051.5,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,459,Zxiaoji,13,537582.9,265643.9
Mini 14,651651646,1,356611.6,318301.3,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,957,JDchouchang,9,302657.2,388297.8
Win94,651651646,1,435051.1,277987.2,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,392,DOUDOU--BONG,16,386367.4,288031.6
Grenade,Guitar18,13,534755.5,263761,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,593,Guitar18,13,534755.5,263761
Tommy Gun,Limbo_Yamato,8,371871.3,443656.2,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,288,Wzy_wzzzzzzz,19,369983.8,443110.5
M416,#unknown,20,439052.2,280409.6,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,178,a7-Gg,23,438749.1,280713.5
P1911,GGGGhuang,1,438874.5,277042,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,109,#unknown,20,438972.5,277455.3
Down and Out,Hoodwinked,23,439054.5,280521.2,MIRAMAR,2U4GBNA0YmmGH1I8WFVMw7sv8wSx0Ln8CnZ74JHPXcRUu4y8429D-2bOMw41cYZ5,184,o_chilly,23,438864.3,280687.8
Down and Out,Chuupaca,14,439156.3,281377.6,MIRAMAR,2U4GBNA0YmmGH1I8WFVMw7sv8wSx0Ln8CnZ74JHPXcRUu4y8429D-2bOMw41cYZ5,184,Murderous_Troll,23,439108.2,280394.5
M16A4,Khairi-Wang,6,496908.2,496210.3,MIRAMAR,2U4GBNA0YmmGH1I8WFVMw7sv8wSx0Ln8CnZ74JHPXcRUu4y8429D-2bOMw41cYZ5,763,pattysnapz,12,494066.1,497486.2
Down and Out,Khairi-Wang,6,497216.9,496489.9,MIRAMAR,2U4GBNA0YmmGH1I8WFVMw7sv8wSx0Ln8CnZ74JHPXcRUu4y8429D-2bOMw41cYZ5,763,skip2dalou22,12,496676.3,498562.4
M16A4,zhangyang9876,9,143985.8,599762.4,MIRAMAR,2U4GBNA0YmmGH1I8WFVMw7sv8wSx0Ln8CnZ74JHPXcRUu4y8429D-2bOMw41cYZ5,619,Gzus83,16,147074.4,597999.4
Down and Out,pite-qin,1,551876.8,147006.9,MIRAMAR,2U4GBNA0YmmGH1I8WFVMw7sv8wSx0Ln8CnZ74JHPXcRUu4y8429D-2bOMw41cYZ5,1906,DYNASTY_,2,549635.9,142297.6
Down and Out,Gzus83,16,147225.4,597699.6,MIRAMAR,2U4GBNA0YmmGH1I8WFVMw7sv8wSx0Ln8CnZ74JHPXcRUu4y8429D-2bOMw41cYZ5,619,BlackRegnier84,16,147226.5,597943.9
SKS,DeathDealerTitan,17,139546.3,602450,MIRAMAR,2U4GBNA0YmmGH1I8WFVMw7sv8wSx0Ln8CnZ74JHPXcRUu4y8429D-2bOMw41cYZ5,350,Antennas2Heaven,16,139464.2,602319.6
M16A4,Warmaiden,14,438717.9,280626.7,MIRAMAR,2U4GBNA0YmmGH1I8WFVMw7sv8wSx0Ln8CnZ74JHPXcRUu4y8429D-2bOMw41cYZ5,184,Hoodwinked,23,438865.8,280802.8
M416,Chuupaca,14,438749.1,280807.7,MIRAMAR,2U4GBNA0YmmGH1I8WFVMw7sv8wSx0Ln8CnZ74JHPXcRUu4y8429D-2bOMw41cYZ5,151,XLGrandma,23,438713.8,281032.4
SCAR-L,pite-qin,1,561751.9,155856.8,MIRAMAR,2U4GBNA0YmmGH1I8WFVMw7sv8wSx0Ln8CnZ74JHPXcRUu4y8429D-2bOMw41cYZ5,1616,CoachDave,4,560518.9,155607.3
SCAR-L,SilvertheBullet,5,387295.6,424969.2,MIRAMAR,2U4GBNA0YmmGH1I8WFVMw7sv8wSx0Ln8CnZ74JHPXcRUu4y8429D-2bOMw41cYZ5,670,PDSK,15,386434.5,426430.3
M416,HUAZIDIEDIE,1,566968.1,244333.2,MIRAMAR,2U4GBNA0YmmGH1I8WFVMw7sv8wSx0Ln8CnZ74JHPXcRUu4y8429D-2bOMw41cYZ5,1148,diggy008,2,568637.3,244456.2
R45,Axlpk,16,139964.3,597059,MIRAMAR,2U4GBNA0YmmGH1I8WFVMw7sv8wSx0Ln8CnZ74JHPXcRUu4y8429D-2bOMw41cYZ5,200,MoldyCheese,23,0,0
Down and Out,iHAVE2bigBRA,5,388502.9,422349.8,MIRAMAR,2U4GBNA0YmmGH1I8WFVMw7sv8wSx0Ln8CnZ74JHPXcRUu4y8429D-2bOMw41cYZ5,670,i82muchmcnuggets,15,389570.1,420365.4
Down and Out,MoldyCheese,23,142820.2,596719.9,MIRAMAR,2U4GBNA0YmmGH1I8WFVMw7sv8wSx0Ln8CnZ74JHPXcRUu4y8429D-2bOMw41cYZ5,201,Vaseh,23,142573.3,596105.2
S12K,iHAVE2bigBRA,5,371099.2,423517.6,MIRAMAR,2U4GBNA0YmmGH1I8WFVMw7sv8wSx0Ln8CnZ74JHPXcRUu4y8429D-2bOMw41cYZ5,99,kukudeleilei,26,367889.3,422284.2
SCAR-L,pite-qin,1,562654.8,154947.8,MIRAMAR,2U4GBNA0YmmGH1I8WFVMw7sv8wSx0Ln8CnZ74JHPXcRUu4y8429D-2bOMw41cYZ5,1607,lone_w0lff,4,561773.3,155505.3
UMP9,iHAVE2bigBRA,5,370781.7,423425.4,MIRAMAR,2U4GBNA0YmmGH1I8WFVMw7sv8wSx0Ln8CnZ74JHPXcRUu4y8429D-2bOMw41cYZ5,104,G_Dii,26,370513.2,424043.9
M416,HUAZIDIEDIE,1,439300.3,279887.4,MIRAMAR,2U4GBNA0YmmGH1I8WFVMw7sv8wSx0Ln8CnZ74JHPXcRUu4y8429D-2bOMw41cYZ5,482,Warmaiden,14,439240.1,280177.2
Grenade,ChiliDogs420,14,440252.7,238766.9,MIRAMAR,2U4GBNA0YmmGH1I8WFVMw7sv8wSx0Ln8CnZ74JHPXcRUu4y8429D-2bOMw41cYZ5,672,ChiliDogs420,14,440252.7,238766.9
Falling,Confused-9,3,546145.8,140157.4,MIRAMAR,2U4GBNA0YmmGH1I8WFVMw7sv8wSx0Ln8CnZ74JHPXcRUu4y8429D-2bOMw41cYZ5,1860,LTDongles,2,547150.1,143450
AKM,JieGeDU,6,498452.6,495017.4,MIRAMAR,2U4GBNA0YmmGH1I8WFVMw7sv8wSx0Ln8CnZ74JHPXcRUu4y8429D-2bOMw41cYZ5,740,NightBlue3,12,495420.7,496884.1
SCAR-L,pite-qin,1,625801.9,469895.8,MIRAMAR,2U4GBNA0YmmGH1I8WFVMw7sv8wSx0Ln8CnZ74JHPXcRUu4y8429D-2bOMw41cYZ5,421,DeathsDenial,19,624046.6,467671.4
Punch,Hasaki_yM,18,374480.3,437029.9,MIRAMAR,2U4GBNA0YmmGH1I8WFVMw7sv8wSx0Ln8CnZ74JHPXcRUu4y8429D-2bOMw41cYZ5,106,HiAnew,26,0,0
S686,his-grandfather,5,365960.4,432673.5,MIRAMAR,2U4GBNA0YmmGH1I8WFVMw7sv8wSx0Ln8CnZ74JHPXcRUu4y8429D-2bOMw41cYZ5,279,luomoY,18,366541,433072.1
AKM,BlackRegnier84,16,139622.7,602342.2,MIRAMAR,2U4GBNA0YmmGH1I8WFVMw7sv8wSx0Ln8CnZ74JHPXcRUu4y8429D-2bOMw41cYZ5,401,DeathDealerTitan,17,139424.9,602691
Down and Out,Khairi-Wang,6,497659.7,496463.8,MIRAMAR,2U4GBNA0YmmGH1I8WFVMw7sv8wSx0Ln8CnZ74JHPXcRUu4y8429D-2bOMw41cYZ5,763,S-Rank,12,497005.3,498494.2
Down and Out,iHAVE2bigBRA,5,555273.1,220789.3,MIRAMAR,2U4GBNA0YmmGH1I8WFVMw7sv8wSx0Ln8CnZ74JHPXcRUu4y8429D-2bOMw41cYZ5,1331,JieGeDU,6,554799.5,225974.2
Groza,pite-qin,1,546038.1,145370.3,MIRAMAR,2U4GBNA0YmmGH1I8WFVMw7sv8wSx0Ln8CnZ74JHPXcRUu4y8429D-2bOMw41cYZ5,1906,JayPeak,2,545139.6,144925.7
Down and Out,iHAVE2bigBRA,5,371058.5,421755.2,MIRAMAR,2U4GBNA0YmmGH1I8WFVMw7sv8wSx0Ln8CnZ74JHPXcRUu4y8429D-2bOMw41cYZ5,104,JeffChenHS,26,369955.5,421741.9
Falling,PDSK,15,385573.6,426827.8,MIRAMAR,2U4GBNA0YmmGH1I8WFVMw7sv8wSx0Ln8CnZ74JHPXcRUu4y8429D-2bOMw41cYZ5,664,his-grandfather,5,384409.3,428724.2
Down and Out,pite-qin,1,625866.4,469673.2,MIRAMAR,2U4GBNA0YmmGH1I8WFVMw7sv8wSx0Ln8CnZ74JHPXcRUu4y8429D-2bOMw41cYZ5,421,Thanatural,19,624963.8,466742.5
M416,Chuupaca,14,436926.1,280776.5,MIRAMAR,2U4GBNA0YmmGH1I8WFVMw7sv8wSx0Ln8CnZ74JHPXcRUu4y8429D-2bOMw41cYZ5,129,romanraines,25,437829.9,280884.9
S1897,Hoodwinked,23,439237.8,281519.8,MIRAMAR,2U4GBNA0YmmGH1I8WFVMw7sv8wSx0Ln8CnZ74JHPXcRUu4y8429D-2bOMw41cYZ5,178,Chuupaca,14,439122.2,281259.3
Down and Out,pite-qin,1,561676.4,155208,MIRAMAR,2U4GBNA0YmmGH1I8WFVMw7sv8wSx0Ln8CnZ74JHPXcRUu4y8429D-2bOMw41cYZ5,1616,therotten,4,561910.4,155697.3
UMP9,SilvertheBullet,5,356716.9,421565.6,MIRAMAR,2U4GBNA0YmmGH1I8WFVMw7sv8wSx0Ln8CnZ74JHPXcRUu4y8429D-2bOMw41cYZ5,246,Sooyaowo,26,356294.3,422516.3
Down and Out,iHAVE2bigBRA,5,388267.4,422247.3,MIRAMAR,2U4GBNA0YmmGH1I8WFVMw7sv8wSx0Ln8CnZ74JHPXcRUu4y8429D-2bOMw41cYZ5,670,CumquatPowerade,15,386893.8,418231.4
death.WeapSawnoff_C,XLGrandma,23,438933.5,284045.3,MIRAMAR,2U4GBNA0YmmGH1I8WFVMw7sv8wSx0Ln8CnZ74JHPXcRUu4y8429D-2bOMw41cYZ5,127,Mike_Intrepid,25,439039.8,283548.8
M16A4,Khairi-Wang,6,483233.5,513594.9,MIRAMAR,2U4GBNA0YmmGH1I8WFVMw7sv8wSx0Ln8CnZ74JHPXcRUu4y8429D-2bOMw41cYZ5,281,ZBRS01,21,479665.7,515653.9
AKM,Hasaki_yM,18,365832.5,439692,MIRAMAR,2U4GBNA0YmmGH1I8WFVMw7sv8wSx0Ln8CnZ74JHPXcRUu4y8429D-2bOMw41cYZ5,472,Karabiner_98k,5,366061.8,438828.3
Down and Out,qwaewa,9,144577.2,597687.6,MIRAMAR,2U4GBNA0YmmGH1I8WFVMw7sv8wSx0Ln8CnZ74JHPXcRUu4y8429D-2bOMw41cYZ5,619,Axlpk,16,147707.4,599625.4
AKM,BlackRegnier84,16,145970.2,602528.6,MIRAMAR,2U4GBNA0YmmGH1I8WFVMw7sv8wSx0Ln8CnZ74JHPXcRUu4y8429D-2bOMw41cYZ5,498,Pureawesomness3,17,145777.3,602311.9
Down and Out,Violent_Ice,21,481393.3,515360.6,MIRAMAR,2U4GBNA0YmmGH1I8WFVMw7sv8wSx0Ln8CnZ74JHPXcRUu4y8429D-2bOMw41cYZ5,285,dhakjhdka,6,482988.3,514437.1
Bluezone,,,,,MIRAMAR,2U4GBNA0YmmGH1I8WFVMw7sv8wSx0Ln8CnZ74JHPXcRUu4y8429D-2bOMw41cYZ5,861,IGiWYC,26,0,0
M16A4,kingsxue,3,471685.4,316774,MIRAMAR,2U4GBNA0YmmGH1I8WFVMw7sv8wSx0Ln8CnZ74JHPXcRUu4y8429D-2bOMw41cYZ5,121,stream233333,25,471306.2,316745.6
S1897,skip2dalou22,12,450599.9,516525.6,MIRAMAR,2U4GBNA0YmmGH1I8WFVMw7sv8wSx0Ln8CnZ74JHPXcRUu4y8429D-2bOMw41cYZ5,233,Alan_OO,4,451185.7,516704.8
SCAR-L,pite-qin,1,495089.9,256599.6,MIRAMAR,2U4GBNA0YmmGH1I8WFVMw7sv8wSx0Ln8CnZ74JHPXcRUu4y8429D-2bOMw41cYZ5,1235,kc1992,9,516431.5,246462.8
Down and Out,SilvertheBullet,5,385982.9,424983.5,MIRAMAR,2U4GBNA0YmmGH1I8WFVMw7sv8wSx0Ln8CnZ74JHPXcRUu4y8429D-2bOMw41cYZ5,710,xinyibeishang,13,379826.2,416162.9
Down and Out,pite-qin,1,509363.8,250156.5,MIRAMAR,2U4GBNA0YmmGH1I8WFVMw7sv8wSx0Ln8CnZ74JHPXcRUu4y8429D-2bOMw41cYZ5,1283,ThanhVuTruong,8,509668,257705.2
Down and Out,pite-qin,1,625412.8,469526.2,MIRAMAR,2U4GBNA0YmmGH1I8WFVMw7sv8wSx0Ln8CnZ74JHPXcRUu4y8429D-2bOMw41cYZ5,421,HarryVns,19,626629.5,468505.8
SCAR-L,pite-qin,1,546986.8,224806.9,MIRAMAR,2U4GBNA0YmmGH1I8WFVMw7sv8wSx0Ln8CnZ74JHPXcRUu4y8429D-2bOMw41cYZ5,1412,SilvertheBullet,5,556068.2,203911.1
Down and Out,SilvertheBullet,5,385982.9,424983.5,MIRAMAR,2U4GBNA0YmmGH1I8WFVMw7sv8wSx0Ln8CnZ74JHPXcRUu4y8429D-2bOMw41cYZ5,710,AAADTM,13,380163.4,416146
Down and Out,Khairi-Wang,6,482900.4,513574.5,MIRAMAR,2U4GBNA0YmmGH1I8WFVMw7sv8wSx0Ln8CnZ74JHPXcRUu4y8429D-2bOMw41cYZ5,281,Violent_Ice,21,481406.2,515365.2
S12K,CumquatPowerade,15,367712.8,429836.8,MIRAMAR,2U4GBNA0YmmGH1I8WFVMw7sv8wSx0Ln8CnZ74JHPXcRUu4y8429D-2bOMw41cYZ5,150,DanhCandy,24,367913.5,429991
Groza,pengzijun7,10,663989.1,280523.8,MIRAMAR,2U4GBNA0YmmGH1I8WFVMw7sv8wSx0Ln8CnZ74JHPXcRUu4y8429D-2bOMw41cYZ5,918,xiaozhanzhangg,10,0,0
Bluezone,,,,,MIRAMAR,2U4GBNA0YmmGH1I8WFVMw7sv8wSx0Ln8CnZ74JHPXcRUu4y8429D-2bOMw41cYZ5,823,qwerwa,9,0,0
M16A4,NightBlue3,12,454267.4,521040.2,MIRAMAR,2U4GBNA0YmmGH1I8WFVMw7sv8wSx0Ln8CnZ74JHPXcRUu4y8429D-2bOMw41cYZ5,182,Killer-inside,21,454111.5,521396.3
S686,iHAVE2bigBRA,5,366406,440082.3,MIRAMAR,2U4GBNA0YmmGH1I8WFVMw7sv8wSx0Ln8CnZ74JHPXcRUu4y8429D-2bOMw41cYZ5,480,Hasaki_yM,18,366067.8,439114.8
